"lane_id","zone_id","lane_number","name","state","road","direction","location_description","lane_type","organization","detector_type","latitude","longitude","bearing","default_speed","interval"
853,1481,1,"I-395 SB before lane drop at 236 hov lane 1","Northern Virginia","I-395","Reversible HOV","I-395 NEAR Duke St @ MM 3.1","RHOV","VDOT_NOVA","RTMS",38.8185757,-77.1316240,,55,60
854,1481,2,"I-395 SB before lane drop at 236 hov lane 2","Northern Virginia","I-395","Reversible HOV","I-395 NEAR Duke St @ MM 3.1","RHOV","VDOT_NOVA","RTMS",38.8185595,-77.1316010,,55,60
865,1303,3,"Lane 1 Normal","Northern Virginia","I-395","North","I-395 NEAR King Street @ MM 3.68","Normal","VDOT_NOVA","Single Loop",38.8228720,-77.1255714,,55,60
867,1033,1,"I-395 NB after Seminary(LoopLabel:466)","Northern Virginia","I-395","North","I-395 NEAR Seminary Rd @ MM 4.51","Normal","VDOT_NOVA","Single Loop",38.8313978,-77.1088967,,55,60
868,1033,2,"I-395 NB after Seminary(LoopLabel:467)","Northern Virginia","I-395","North","I-395 NEAR Seminary Rd @ MM 4.51","Normal","VDOT_NOVA","Single Loop",38.8313649,-77.1088791,,55,60
869,1033,3,"I-395 NB after Seminary(LoopLabel:468)","Northern Virginia","I-395","North","I-395 NEAR Seminary Rd @ MM 4.51","Normal","VDOT_NOVA","Single Loop",38.8313328,-77.1088607,,55,60
877,1034,1,"I-395 NB before Rt. 7 L1(LoopLabel:433)","Northern Virginia","I-395","North","I-395 NEAR King Street @ MM 5.24","Normal","VDOT_NOVA","Single Loop",38.8340756,-77.0996766,,55,60
878,1034,2,"I-395 NB before Rt. 7 L2(LoopLabel:434)","Northern Virginia","I-395","North","I-395 NEAR King Street @ MM 5.24","Normal","VDOT_NOVA","Single Loop",38.8340469,-77.0996606,,55,60
879,1034,3,"I-395 NB before Rt. 7 L3(LoopLabel:435)","Northern Virginia","I-395","North","I-395 NEAR King Street @ MM 5.24","Normal","VDOT_NOVA","Single Loop",38.8340161,-77.0996397,,55,60
883,1035,1,"I-395 NB exit to EB Rt. 7(LoopLabel:439)","Northern Virginia","I-395","North","I-395 NEAR King Street @ MM 5.24","Off Ramp","VDOT_NOVA","Single Loop",38.8333557,-77.1003752,,55,60
884,1484,1,"I-395 HOV N. of Rt. 7 - rtms radar L1","Northern Virginia","I-395","Reversible HOV","I-395 NEAR King Street @ MM 5.61","RHOV","VDOT_NOVA","RTMS",38.8358894,-77.0937005,,55,60
885,1036,1,"I-395 NB after Rt. 7 L1 rtms radar","Northern Virginia","I-395","North","I-395 NEAR King Street @ MM 5.61","Normal","VDOT_NOVA","RTMS",38.8357702,-77.0936358,,55,60
886,1036,2,"I-395 NB after Rt. 7 L2 rtms radar","Northern Virginia","I-395","North","I-395 NEAR King Street @ MM 5.61","Normal","VDOT_NOVA","RTMS",38.8357395,-77.0936204,,55,60
887,1036,3,"I-395 NB after Rt. 7 L3 rtms radar","Northern Virginia","I-395","North","I-395 NEAR King Street @ MM 5.61","Normal","VDOT_NOVA","RTMS",38.8357078,-77.0936044,,55,60
894,1484,2,"I-395 HOV N. of Rt. 7 - rtms radar L2","Northern Virginia","I-395","Reversible HOV","I-395 NEAR King Street @ MM 5.61","RHOV","VDOT_NOVA","RTMS",38.8358600,-77.0936882,,55,60
910,1039,1,"I-395 NB before Glebe Rd L1(LoopLabel:337)","Northern Virginia","I-395","North","I-395 NEAR Glebe Rd @ MM 6.59","Normal","VDOT_NOVA","Single Loop",38.8457155,-77.0800380,,55,60
911,1039,2,"I-395 NB before Glebe Rd L2(LoopLabel:338)","Northern Virginia","I-395","North","I-395 NEAR Glebe Rd @ MM 6.59","Normal","VDOT_NOVA","Single Loop",38.8456985,-77.0800028,,55,60
912,1039,3,"I-395 NB before Glebe Rd L3(LoopLabel:339)","Northern Virginia","I-395","North","I-395 NEAR Glebe Rd @ MM 6.59","Normal","VDOT_NOVA","Single Loop",38.8456835,-77.0799686,,55,60
913,1039,4,"I-395 NB before Glebe Rd L4(LoopLabel:340)","Northern Virginia","I-395","North","I-395 NEAR Glebe Rd @ MM 6.59","Normal","VDOT_NOVA","Single Loop",38.8456641,-77.0799325,,55,60
917,1040,1,"I-395 NB exit to Glebe Rd EB(LoopLabel:344)","Northern Virginia","I-395","North","I-395 NEAR Glebe Rd @ MM 6.59","Off Ramp","VDOT_NOVA","Single Loop",38.8448145,-77.0804607,,55,60
923,1440,1,"I-395 HOV at Glebe Rd. L1 (RTMS)","Northern Virginia","I-395","Reversible HOV","I-395 NEAR Glebe Rd @ MM 6.8","RHOV","VDOT_NOVA","RTMS",38.8491304,-77.0773970,,55,60
924,1043,1,"I-395 NB after Glebe Rd. L1(RTMS))","Northern Virginia","I-395","North","I-395 NEAR Glebe Rd @ MM 6.8","Normal","VDOT_NOVA","RTMS",38.8490864,-77.0772774,,55,60
925,1043,2,"I-395 NB after Glebe Rd. L2(RTMS)","Northern Virginia","I-395","North","I-395 NEAR Glebe Rd @ MM 6.8","Normal","VDOT_NOVA","RTMS",38.8490714,-77.0772415,,55,60
926,1043,3,"I-395 NB after Glebe Rd. L3(RTMS)","Northern Virginia","I-395","North","I-395 NEAR Glebe Rd @ MM 6.8","Normal","VDOT_NOVA","RTMS",38.8490549,-77.0772099,,55,60
927,1043,4,"I-395 NB after Glebe Rd. L4(RTMS)","Northern Virginia","I-395","North","I-395 NEAR Glebe Rd @ MM 6.8","Normal","VDOT_NOVA","RTMS",38.8490396,-77.0771744,,55,60
932,1440,2,"I-395 HOV at Glebe Rd.L2 (RTMS)","Northern Virginia","I-395","Reversible HOV","I-395 NEAR Glebe Rd @ MM 6.8","RHOV","VDOT_NOVA","RTMS",38.8491120,-77.0773633,,55,60
948,1257,1,"NB I-395 at Rt. 1 L1(RTMS)","Northern Virginia","I-395","North","I-395 NEAR Jeff Davis Hwy @ MM 9.12","Normal","VDOT_NOVA","RTMS",38.8665331,-77.0496538,,55,60
949,1257,2,"NB I-395 at Rt. 1 L2(RTMS)","Northern Virginia","I-395","North","I-395 NEAR Jeff Davis Hwy @ MM 9.12","Normal","VDOT_NOVA","RTMS",38.8665039,-77.0496359,,55,60
950,1257,3,"NB I-395 at Rt. 1 L3(RTMS)","Northern Virginia","I-395","North","I-395 NEAR Jeff Davis Hwy @ MM 9.12","Normal","VDOT_NOVA","RTMS",38.8664725,-77.0496158,,55,60
1022,1048,1,"Lane 1 NB Normal","Northern Virginia","I-395","North","I-395 NEAR Washington Blvd @ MM 8","Normal","VDOT_NOVA","RTMS",38.8645074,-77.0682493,,55,60
1023,1048,2,"Lane 2 NB Normal","Northern Virginia","I-395","North","I-395 NEAR Washington Blvd @ MM 8","Normal","VDOT_NOVA","RTMS",38.8644824,-77.0682234,,55,60
1024,1048,3,"Lane 3 NB Normal","Northern Virginia","I-395","North","I-395 NEAR Washington Blvd @ MM 8","Normal","VDOT_NOVA","RTMS",38.8644525,-77.0681992,,55,60
1028,1314,1,"Lane 1 SB Normal","Northern Virginia","I-395","South","I-395 NEAR Washington Blvd @ MM 8","Normal","VDOT_NOVA","RTMS",38.8641858,-77.0689583,,55,60
1033,1314,2,"Lane 2 SB Normal","Northern Virginia","I-395","South","I-395 NEAR Washington Blvd @ MM 8","Normal","VDOT_NOVA","RTMS",38.8641985,-77.0689943,,55,60
1034,1314,3,"Lane 3 SB Normal","Northern Virginia","I-395","South","I-395 NEAR Washington Blvd @ MM 8","Normal","VDOT_NOVA","RTMS",38.8642098,-77.0690331,,55,60
1041,1051,1,"I-395 SB after Quaker Ln L1(LoopLabel:391)","Northern Virginia","I-395","South","I-395 NEAR Shirlington Rd @ MM 6.14","Normal","VDOT_NOVA","Single Loop",38.8387934,-77.0873854,,55,60
1042,1051,2,"I-395 SB after Quaker Ln L2(LoopLabel:392)","Northern Virginia","I-395","South","I-395 NEAR Shirlington Rd @ MM 6.14","Normal","VDOT_NOVA","Single Loop",38.8388168,-77.0874115,,55,60
1043,1051,3,"I-395 SB after Quaker Ln L3(LoopLabel:393)","Northern Virginia","I-395","South","I-395 NEAR Shirlington Rd @ MM 6.14","Normal","VDOT_NOVA","Single Loop",38.8388404,-77.0874370,,55,60
1044,1051,4,"I-395 SB after Quaker Ln L4(LoopLabel:394)","Northern Virginia","I-395","South","I-395 NEAR Shirlington Rd @ MM 6.14","Normal","VDOT_NOVA","Single Loop",38.8388611,-77.0874592,,55,60
1058,1056,1,"I-395 SB after Rt. 7 L1(LoopLabel:451)","Northern Virginia","I-395","South","I-395 NEAR King Street @ MM 5.12","Normal","VDOT_NOVA","Single Loop",38.8336839,-77.1019716,,55,60
1059,1056,2,"I-395 SB after Rt. 7 L2(LoopLabel:452)","Northern Virginia","I-395","South","I-395 NEAR King Street @ MM 5.12","Normal","VDOT_NOVA","Single Loop",38.8337095,-77.1019835,,55,60
1060,1056,3,"I-395 SB after Rt. 7 L3(LoopLabel:453)","Northern Virginia","I-395","South","I-395 NEAR King Street @ MM 5.12","Normal","VDOT_NOVA","Single Loop",38.8337377,-77.1019958,,55,60
1061,1056,4,"I-395 SB after Rt. 7 L4(LoopLabel:454)","Northern Virginia","I-395","South","I-395 NEAR King Street @ MM 5.12","Normal","VDOT_NOVA","Single Loop",38.8337660,-77.1020083,,55,60
1065,1057,1,"I-395 SB after Seminary L1(rtms radar)","Northern Virginia","I-395","South","I-395 NEAR Seminary Rd @ MM 4.46","Normal","VDOT_NOVA","RTMS",38.8287715,-77.1164247,,55,60
1066,1057,2,"I-395 SB after Seminary L2(rtms radar)","Northern Virginia","I-395","South","I-395 NEAR Seminary Rd @ MM 4.46","Normal","VDOT_NOVA","RTMS",38.8287978,-77.1164421,,55,60
1067,1057,3,"I-395 SB after Seminary L3(rtms radar)","Northern Virginia","I-395","South","I-395 NEAR Seminary Rd @ MM 4.46","Normal","VDOT_NOVA","RTMS",38.8288219,-77.1164637,,55,60
1068,1057,4,"I-395 SB after Seminary L4(rtms radar)","Northern Virginia","I-395","South","I-395 NEAR Seminary Rd @ MM 4.46","Normal","VDOT_NOVA","RTMS",38.8288443,-77.1164825,,55,60
1076,1453,1,"I-395 HOV L1 (RTMS radar)","Northern Virginia","I-395","Reversible HOV","I-395 NEAR Seminary Rd @ MM 4.46","RHOV","VDOT_NOVA","RTMS",38.8287002,-77.1163799,,55,60
1077,1453,2,"I-395 HOV L2 (RTMS radar)","Northern Virginia","I-395","Reversible HOV","I-395 NEAR Seminary Rd @ MM 4.46","RHOV","VDOT_NOVA","RTMS",38.8286701,-77.1163563,,55,60
1080,1031,1,"I-395 NB after Rt. 236 L1(rtms radar)","Northern Virginia","I-395","North","I-395 NEAR Duke St @ MM 2.9","Normal","VDOT_NOVA","RTMS",38.8163044,-77.1361424,,55,60
1081,1031,2,"I-395 NB after Rt. 236 L2(rtms radar)","Northern Virginia","I-395","North","I-395 NEAR Duke St @ MM 2.9","Normal","VDOT_NOVA","RTMS",38.8162750,-77.1361214,,55,60
1082,1031,3,"I-395 NB after Rt. 236 L3(rtms radar)","Northern Virginia","I-395","North","I-395 NEAR Duke St @ MM 2.9","Normal","VDOT_NOVA","RTMS",38.8162420,-77.1360997,,55,60
1095,1062,1,"I-395 SB after Rt. 236 L1(rtms radar)","Northern Virginia","I-395","South","I-395 NEAR Duke St @ MM 2.69","Normal","VDOT_NOVA","RTMS",38.8148321,-77.1404377,,55,60
1096,1062,2,"I-395 SB after Rt. 236 L2(rtms radar)","Northern Virginia","I-395","South","I-395 NEAR Duke St @ MM 2.69","Normal","VDOT_NOVA","RTMS",38.8148586,-77.1404538,,55,60
1097,1062,3,"I-395 SB after Rt. 236 L3(rtms radar)","Northern Virginia","I-395","South","I-395 NEAR Duke St @ MM 2.69","Normal","VDOT_NOVA","RTMS",38.8148850,-77.1404738,,55,60
1098,1491,2,"I-395 HOV S. of Rt. 236 lane 2 sb (rtms radar)","Northern Virginia","I-395","Reversible HOV","I-395 NEAR Duke St @ MM 2.69","RHOV","VDOT_NOVA","RTMS",38.8147267,-77.1403498,,55,60
1100,1491,1,"I-395 HOV S. of Rt. 236, lane 1sb (rtms radar)","Northern Virginia","I-395","Reversible HOV","I-395 NEAR Duke St @ MM 2.69","RHOV","VDOT_NOVA","RTMS",38.8147515,-77.1403706,,55,60
1101,1063,1,"I-395 SB before Edsall Rd L1(LoopLabel:593/594)","Northern Virginia","I-395","South","I-395 NEAR Edsall Rd @ MM 1.32","Normal","VDOT_NOVA","Single Loop",38.8040183,-77.1614337,,55,60
1102,1063,2,"I-395 SB before Edsall Rd L2(LoopLabel:595/596)","Northern Virginia","I-395","South","I-395 NEAR Edsall Rd @ MM 1.32","Normal","VDOT_NOVA","Single Loop",38.8040410,-77.1614618,,55,60
1103,1063,3,"I-395 SB before Edsall Rd L3(LoopLabel:597/598)","Northern Virginia","I-395","South","I-395 NEAR Edsall Rd @ MM 1.32","Normal","VDOT_NOVA","Single Loop",38.8040606,-77.1614884,,55,60
1111,1066,1,"I-395 SB after Edsall Rd L1(LoopLabel:612)","Northern Virginia","I-395","South","I-395 NEAR Edsall Rd @ MM 0.98","Normal","VDOT_NOVA","Single Loop",38.8008381,-77.1654666,,55,60
1112,1066,2,"I-395 SB after Edsall Rd L2(LoopLabel:613)","Northern Virginia","I-395","South","I-395 NEAR Edsall Rd @ MM 0.98","Normal","VDOT_NOVA","Single Loop",38.8008550,-77.1654951,,55,60
1113,1066,3,"I-395 SB after Edsall Rd L3(LoopLabel:614)","Northern Virginia","I-395","South","I-395 NEAR Edsall Rd @ MM 0.98","Normal","VDOT_NOVA","Single Loop",38.8008754,-77.1655235,,55,60
8978,3193,1,"I-95 @ 0.71 Mile North of I-695","Maryland","I-95","South","I-95 @ 0.71 Mile North of I-695","Normal","HERE","Microwave",39.2592470,-76.6739980,,,60
8979,3193,4,"I-95 @ 0.71 Mile North of I-695","Maryland","I-95","South","I-95 @ 0.71 Mile North of I-695","Normal","HERE","Microwave",39.2592470,-76.6739980,,,60
8980,3193,2,"I-95 @ 0.71 Mile North of I-695","Maryland","I-95","South","I-95 @ 0.71 Mile North of I-695","Normal","HERE","Microwave",39.2592470,-76.6739980,,,60
8981,3192,5,"I-95 @ 0.71 Mile North of I-695","Maryland","I-95","South","I-95 @ 0.71 Mile North of I-695","Off Ramp","HERE","Microwave",39.2592470,-76.6739980,,,60
8982,3193,3,"I-95 @ 0.71 Mile North of I-695","Maryland","I-95","South","I-95 @ 0.71 Mile North of I-695","Normal","HERE","Microwave",39.2592470,-76.6739980,,,60
8983,3195,4,"I-95 @ 0.71 Mile North of I-695","Maryland","I-95","North","I-95 @ 0.71 Mile North of I-695","Normal","HERE","Acoustic",39.2592470,-76.6739980,,,60
8984,3195,2,"I-95 @ 0.71 Mile North of I-695","Maryland","I-95","North","I-95 @ 0.71 Mile North of I-695","Normal","HERE","Acoustic",39.2592470,-76.6739980,,,60
8985,3194,5,"I-95 @ 0.71 Mile North of I-695","Maryland","I-95","North","I-95 @ 0.71 Mile North of I-695","On Ramp","HERE","Acoustic",39.2592470,-76.6739980,,,60
8986,3195,3,"I-95 @ 0.71 Mile North of I-695","Maryland","I-95","North","I-95 @ 0.71 Mile North of I-695","Normal","HERE","Acoustic",39.2592470,-76.6739980,,,60
8987,3195,1,"I-95 @ 0.71 Mile North of I-695","Maryland","I-95","North","I-95 @ 0.71 Mile North of I-695","Normal","HERE","Acoustic",39.2592470,-76.6739980,,,60
8988,3197,1,"I-95 @ 0.08 Mile North of Van Dusen Rd","Maryland","I-95","South","I-95 @ 0.08 Mile North of Van Dusen Rd","Normal","HERE","Microwave",39.0859900,-76.8962800,,,60
8989,3197,4,"I-95 @ 0.08 Mile North of Van Dusen Rd","Maryland","I-95","South","I-95 @ 0.08 Mile North of Van Dusen Rd","Normal","HERE","Microwave",39.0859900,-76.8962800,,,60
8990,3197,2,"I-95 @ 0.08 Mile North of Van Dusen Rd","Maryland","I-95","South","I-95 @ 0.08 Mile North of Van Dusen Rd","Normal","HERE","Microwave",39.0859900,-76.8962800,,,60
8991,3196,5,"I-95 @ 0.08 Mile North of Van Dusen Rd","Maryland","I-95","South","I-95 @ 0.08 Mile North of Van Dusen Rd","On Ramp","HERE","Microwave",39.0859900,-76.8962800,,,60
8992,3197,3,"I-95 @ 0.08 Mile North of Van Dusen Rd","Maryland","I-95","South","I-95 @ 0.08 Mile North of Van Dusen Rd","Normal","HERE","Microwave",39.0859900,-76.8962800,,,60
8993,3198,4,"I-95 @ 0.08 Mile North of Van Dusen Rd","Maryland","I-95","North","I-95 @ 0.08 Mile North of Van Dusen Rd","Normal","HERE","Microwave",39.0859900,-76.8962800,,,60
8994,3198,2,"I-95 @ 0.08 Mile North of Van Dusen Rd","Maryland","I-95","North","I-95 @ 0.08 Mile North of Van Dusen Rd","Normal","HERE","Microwave",39.0859900,-76.8962800,,,60
8995,3198,3,"I-95 @ 0.08 Mile North of Van Dusen Rd","Maryland","I-95","North","I-95 @ 0.08 Mile North of Van Dusen Rd","Normal","HERE","Microwave",39.0859900,-76.8962800,,,60
8996,3198,1,"I-95 @ 0.08 Mile North of Van Dusen Rd","Maryland","I-95","North","I-95 @ 0.08 Mile North of Van Dusen Rd","Normal","HERE","Microwave",39.0859900,-76.8962800,,,60
8997,3199,1,"I-95 @ 0.58 Mile North of Powder Mill Rd","Maryland","I-95","South","I-95 @ 0.58 Mile North of Powder Mill Rd","Normal","HERE","Microwave",39.0584600,-76.9256800,,,60
8998,3199,4,"I-95 @ 0.58 Mile North of Powder Mill Rd","Maryland","I-95","South","I-95 @ 0.58 Mile North of Powder Mill Rd","Normal","HERE","Microwave",39.0584600,-76.9256800,,,60
8999,3199,2,"I-95 @ 0.58 Mile North of Powder Mill Rd","Maryland","I-95","South","I-95 @ 0.58 Mile North of Powder Mill Rd","Normal","HERE","Microwave",39.0584600,-76.9256800,,,60
9000,3199,3,"I-95 @ 0.58 Mile North of Powder Mill Rd","Maryland","I-95","South","I-95 @ 0.58 Mile North of Powder Mill Rd","Normal","HERE","Microwave",39.0584600,-76.9256800,,,60
9001,3201,4,"I-95 @ 0.58 Mile North of Powder Mill Rd","Maryland","I-95","North","I-95 @ 0.58 Mile North of Powder Mill Rd","Normal","HERE","Microwave",39.0584600,-76.9256800,,,60
9002,3201,2,"I-95 @ 0.58 Mile North of Powder Mill Rd","Maryland","I-95","North","I-95 @ 0.58 Mile North of Powder Mill Rd","Normal","HERE","Microwave",39.0584600,-76.9256800,,,60
9003,3200,5,"I-95 @ 0.58 Mile North of Powder Mill Rd","Maryland","I-95","North","I-95 @ 0.58 Mile North of Powder Mill Rd","On Ramp","HERE","Microwave",39.0584600,-76.9256800,,,60
9004,3201,3,"I-95 @ 0.58 Mile North of Powder Mill Rd","Maryland","I-95","North","I-95 @ 0.58 Mile North of Powder Mill Rd","Normal","HERE","Microwave",39.0584600,-76.9256800,,,60
9005,3201,1,"I-95 @ 0.58 Mile North of Powder Mill Rd","Maryland","I-95","North","I-95 @ 0.58 Mile North of Powder Mill Rd","Normal","HERE","Microwave",39.0584600,-76.9256800,,,60
9006,3202,2,"I-695 @ 0.39 Mile East of US-1","Maryland","I-695","West","I-695 @ 0.39 Mile East of US-1","Normal","HERE","Microwave",39.3655200,-76.5092900,,,60
9007,3202,3,"I-695 @ 0.39 Mile East of US-1","Maryland","I-695","West","I-695 @ 0.39 Mile East of US-1","Normal","HERE","Microwave",39.3655200,-76.5092900,,,60
9008,3202,1,"I-695 @ 0.39 Mile East of US-1","Maryland","I-695","West","I-695 @ 0.39 Mile East of US-1","Normal","HERE","Microwave",39.3655200,-76.5092900,,,60
9009,3204,3,"I-695 @ 0.39 Mile East of US-1","Maryland","I-695","East","I-695 @ 0.39 Mile East of US-1","Normal","HERE","Microwave",39.3655200,-76.5092900,,,60
9010,3203,4,"I-695 @ 0.39 Mile East of US-1","Maryland","I-695","East","I-695 @ 0.39 Mile East of US-1","On Ramp","HERE","Microwave",39.3655200,-76.5092900,,,60
9011,3204,2,"I-695 @ 0.39 Mile East of US-1","Maryland","I-695","East","I-695 @ 0.39 Mile East of US-1","Normal","HERE","Microwave",39.3655200,-76.5092900,,,60
9012,3204,1,"I-695 @ 0.39 Mile East of US-1","Maryland","I-695","East","I-695 @ 0.39 Mile East of US-1","Normal","HERE","Microwave",39.3655200,-76.5092900,,,60
9013,3205,2,"I-695 @ 0.52 Mile West of SR-147","Maryland","I-695","West","I-695 @ 0.52 Mile West of SR-147","Normal","HERE","Microwave",39.3918200,-76.5390600,,,60
9014,3205,3,"I-695 @ 0.52 Mile West of SR-147","Maryland","I-695","West","I-695 @ 0.52 Mile West of SR-147","Normal","HERE","Microwave",39.3918200,-76.5390600,,,60
9015,3205,1,"I-695 @ 0.52 Mile West of SR-147","Maryland","I-695","West","I-695 @ 0.52 Mile West of SR-147","Normal","HERE","Microwave",39.3918200,-76.5390600,,,60
9016,3206,3,"I-695 @ 0.52 Mile West of SR-147","Maryland","I-695","East","I-695 @ 0.52 Mile West of SR-147","Normal","HERE","Microwave",39.3918200,-76.5390600,,,60
9017,3206,2,"I-695 @ 0.52 Mile West of SR-147","Maryland","I-695","East","I-695 @ 0.52 Mile West of SR-147","Normal","HERE","Microwave",39.3918200,-76.5390600,,,60
9018,3206,1,"I-695 @ 0.52 Mile West of SR-147","Maryland","I-695","East","I-695 @ 0.52 Mile West of SR-147","Normal","HERE","Microwave",39.3918200,-76.5390600,,,60
9019,3207,5,"I-695 @ 1.32 Mile East of Greenspring Ave","Maryland","I-695","West","I-695 @ 1.32 Mile East of Greenspring Ave","Normal","HERE","Microwave",39.4072900,-76.6683900,,,60
9020,3207,3,"I-695 @ 1.32 Mile East of Greenspring Ave","Maryland","I-695","West","I-695 @ 1.32 Mile East of Greenspring Ave","Normal","HERE","Microwave",39.4072900,-76.6683900,,,60
9021,3207,1,"I-695 @ 1.32 Mile East of Greenspring Ave","Maryland","I-695","West","I-695 @ 1.32 Mile East of Greenspring Ave","Normal","HERE","Microwave",39.4072900,-76.6683900,,,60
9022,3207,4,"I-695 @ 1.32 Mile East of Greenspring Ave","Maryland","I-695","West","I-695 @ 1.32 Mile East of Greenspring Ave","Normal","HERE","Microwave",39.4072900,-76.6683900,,,60
9023,3207,2,"I-695 @ 1.32 Mile East of Greenspring Ave","Maryland","I-695","West","I-695 @ 1.32 Mile East of Greenspring Ave","Normal","HERE","Microwave",39.4072900,-76.6683900,,,60
9024,3208,4,"I-695 @ 1.32 Mile East of Greenspring Ave","Maryland","I-695","East","I-695 @ 1.32 Mile East of Greenspring Ave","Off Ramp","HERE","Acoustic",39.4072900,-76.6683900,,,60
9025,3209,3,"I-695 @ 1.32 Mile East of Greenspring Ave","Maryland","I-695","East","I-695 @ 1.32 Mile East of Greenspring Ave","Normal","HERE","Acoustic",39.4072900,-76.6683900,,,60
9026,3209,2,"I-695 @ 1.32 Mile East of Greenspring Ave","Maryland","I-695","East","I-695 @ 1.32 Mile East of Greenspring Ave","Normal","HERE","Acoustic",39.4072900,-76.6683900,,,60
9027,3209,1,"I-695 @ 1.32 Mile East of Greenspring Ave","Maryland","I-695","East","I-695 @ 1.32 Mile East of Greenspring Ave","Normal","HERE","Acoustic",39.4072900,-76.6683900,,,60
9028,3211,1,"I-695 @ 0.40 Mile South of SR-129","Maryland","I-695","South","I-695 @ 0.40 Mile South of SR-129","Normal","HERE","Acoustic",39.3879100,-76.7297400,,,60
9029,3211,4,"I-695 @ 0.40 Mile South of SR-129","Maryland","I-695","South","I-695 @ 0.40 Mile South of SR-129","Normal","HERE","Acoustic",39.3879100,-76.7297400,,,60
9030,3211,2,"I-695 @ 0.40 Mile South of SR-129","Maryland","I-695","South","I-695 @ 0.40 Mile South of SR-129","Normal","HERE","Acoustic",39.3879100,-76.7297400,,,60
9031,3210,5,"I-695 @ 0.40 Mile South of SR-129","Maryland","I-695","South","I-695 @ 0.40 Mile South of SR-129","On Ramp","HERE","Acoustic",39.3879100,-76.7297400,,,60
9032,3211,3,"I-695 @ 0.40 Mile South of SR-129","Maryland","I-695","South","I-695 @ 0.40 Mile South of SR-129","Normal","HERE","Acoustic",39.3879100,-76.7297400,,,60
9033,3213,4,"I-695 @ 0.40 Mile South of SR-129","Maryland","I-695","North","I-695 @ 0.40 Mile South of SR-129","Normal","HERE","Microwave",39.3879100,-76.7297400,,,60
9034,3213,2,"I-695 @ 0.40 Mile South of SR-129","Maryland","I-695","North","I-695 @ 0.40 Mile South of SR-129","Normal","HERE","Microwave",39.3879100,-76.7297400,,,60
9035,3212,5,"I-695 @ 0.40 Mile South of SR-129","Maryland","I-695","North","I-695 @ 0.40 Mile South of SR-129","Off Ramp","HERE","Microwave",39.3879100,-76.7297400,,,60
9036,3213,3,"I-695 @ 0.40 Mile South of SR-129","Maryland","I-695","North","I-695 @ 0.40 Mile South of SR-129","Normal","HERE","Microwave",39.3879100,-76.7297400,,,60
9037,3213,1,"I-695 @ 0.40 Mile South of SR-129","Maryland","I-695","North","I-695 @ 0.40 Mile South of SR-129","Normal","HERE","Microwave",39.3879100,-76.7297400,,,60
9038,3214,1,"I-895 @ 0.28 Mile South of Eastern Ave","Maryland","I-895","South","I-895 @ 0.28 Mile South of Eastern Ave","Normal","HERE","Microwave",39.2824200,-76.5535200,,,60
9039,3214,2,"I-895 @ 0.28 Mile South of Eastern Ave","Maryland","I-895","South","I-895 @ 0.28 Mile South of Eastern Ave","Normal","HERE","Microwave",39.2824200,-76.5535200,,,60
9040,3215,2,"I-895 @ 0.28 Mile South of Eastern Ave","Maryland","I-895","North","I-895 @ 0.28 Mile South of Eastern Ave","Normal","HERE","Microwave",39.2824200,-76.5535200,,,60
9041,3215,1,"I-895 @ 0.28 Mile South of Eastern Ave","Maryland","I-895","North","I-895 @ 0.28 Mile South of Eastern Ave","Normal","HERE","Microwave",39.2824200,-76.5535200,,,60
9042,3216,3,"I-95 @ 0.46 Mile North of US-1 (S. Caton Ave) ","Maryland","I-95","South","I-95 @ 0.46 Mile North of US-1 (S. Caton Ave)","Normal","HERE","Microwave",39.2693300,-76.6597400,,,60
9043,3216,1,"I-95 @ 0.46 Mile North of US-1 (S. Caton Ave) ","Maryland","I-95","South","I-95 @ 0.46 Mile North of US-1 (S. Caton Ave)","Normal","HERE","Microwave",39.2693300,-76.6597400,,,60
9044,3216,4,"I-95 @ 0.46 Mile North of US-1 (S. Caton Ave) ","Maryland","I-95","South","I-95 @ 0.46 Mile North of US-1 (S. Caton Ave)","Normal","HERE","Microwave",39.2693300,-76.6597400,,,60
9045,3216,2,"I-95 @ 0.46 Mile North of US-1 (S. Caton Ave) ","Maryland","I-95","South","I-95 @ 0.46 Mile North of US-1 (S. Caton Ave)","Normal","HERE","Microwave",39.2693300,-76.6597400,,,60
9046,3217,4,"I-95 @ 0.46 Mile North of US-1 (S. Caton Ave) ","Maryland","I-95","North","I-95 @ 0.46 Mile North of US-1 (S. Caton Ave)","Normal","HERE","Microwave",39.2693300,-76.6597400,,,60
9047,3217,2,"I-95 @ 0.46 Mile North of US-1 (S. Caton Ave) ","Maryland","I-95","North","I-95 @ 0.46 Mile North of US-1 (S. Caton Ave)","Normal","HERE","Microwave",39.2693300,-76.6597400,,,60
9048,3217,3,"I-95 @ 0.46 Mile North of US-1 (S. Caton Ave) ","Maryland","I-95","North","I-95 @ 0.46 Mile North of US-1 (S. Caton Ave)","Normal","HERE","Microwave",39.2693300,-76.6597400,,,60
9049,3217,1,"I-95 @ 0.46 Mile North of US-1 (S. Caton Ave) ","Maryland","I-95","North","I-95 @ 0.46 Mile North of US-1 (S. Caton Ave)","Normal","HERE","Microwave",39.2693300,-76.6597400,,,60
9050,3218,3,"I-95 @ 0.38 Mile North of I-395","Maryland","I-95","South","I-95 @ 0.38 Mile North of I-395","Normal","HERE","Microwave",39.2665000,-76.6150100,,,60
